App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6017213,HDR,01/12/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025389,HDR,04/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023736,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022286,HDR,03/10/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021054,HDR,02/25/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6016878,HDR,01/09/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023204,HDR,03/19/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019281,HDR,02/05/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6017879,HDR,01/20/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024030,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020488,HDR,02/19/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024634,HDR,04/02/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6019274,HDR,02/05/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023158,HDR,03/18/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6024143,HDR,03/28/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019797,HDR,02/11/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021858,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017249,HDR,01/12/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6020235,HDR,02/16/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019649,HDR,02/09/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015901,HDR,12/27/2022,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022501,HDR,03/12/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6025343,HDR,04/07/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022082,HDR,03/08/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021393,HDR,03/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023190,HDR,03/18/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024235,HDR,03/29/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022218,HDR,03/09/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6021355,HDR,03/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021617,HDR,03/03/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6018524,HDR,01/26/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017780,HDR,01/19/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6019769,HDR,02/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6021595,HDR,03/03/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023775,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6023851,HDR,03/26/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021828,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020892,HDR,02/23/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024272,HDR,03/29/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021986,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023203,HDR,03/19/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6018925,HDR,02/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6023878,HDR,03/26/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023420,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024413,HDR,03/30/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017135,HDR,01/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019498,HDR,02/07/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020551,HDR,02/20/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025261,HDR,04/07/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021746,HDR,03/05/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024469,HDR,03/31/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024180,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022900,HDR,03/16/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023104,HDR,03/17/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
5775919,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019605,HDR,02/09/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021911,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025090,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019664,HDR,02/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022412,HDR,03/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022710,HDR,03/14/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022060,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023132,HDR,03/17/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6019828,HDR,02/12/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024612,HDR,04/02/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020596,HDR,02/21/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6017806,HDR,01/19/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017568,HDR,01/17/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022275,HDR,03/10/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018217,HDR,01/24/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021413,HDR,03/01/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024862,HDR,04/04/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021256,HDR,02/28/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021022,HDR,02/25/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018137,HDR,01/23/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023458,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023754,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022407,HDR,03/11/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021640,HDR,03/03/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021699,HDR,03/04/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020277,HDR,02/16/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016784,HDR,01/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023767,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022890,HDR,03/16/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019644,HDR,02/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022882,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018670,HDR,01/28/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021764,HDR,03/05/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024459,HDR,03/31/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024847,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022253,HDR,03/09/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023593,HDR,03/23/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024360,HDR,03/30/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023316,HDR,03/20/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6022319,HDR,03/10/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022503,HDR,03/12/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6017356,HDR,01/13/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023996,HDR,03/27/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024277,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020279,HDR,02/16/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023482,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024647,HDR,04/02/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022209,HDR,03/09/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023968,HDR,03/27/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023550,HDR,03/22/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018650,HDR,01/28/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021426,HDR,03/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6021903,HDR,03/06/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023542,HDR,03/22/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6020550,HDR,02/20/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020153,HDR,02/15/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017400,HDR,01/14/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6020420,HDR,02/18/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021604,HDR,03/03/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6025249,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021398,HDR,03/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6021942,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023338,HDR,03/20/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022941,HDR,03/16/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018620,HDR,01/27/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022688,HDR,03/14/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022135,HDR,03/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017974,HDR,01/21/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6022828,HDR,03/15/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6025241,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021178,HDR,02/27/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024584,HDR,04/01/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019074,HDR,02/02/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023444,HDR,03/21/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6018315,HDR,01/24/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025208,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6022745,HDR,03/14/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024932,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019850,HDR,02/13/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
